Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
2-4559280-4560192;523052756115682;-431866029752248;152;194;1
5-105654364-105655292;523113361992434;451975606909687;122;89;1
12-104903886-104904799;52328078247849;464844427937869;128;96;1
12-8495915-8496906;523987122406142;-690255308976909;78;111;1
2-121587872-121588828;52442583157681;-555720171057214;68;103;1
2-166080130-166081052;524518786553954;466047804086554;145;111;1
12-45073854-45074782;525039055025172;-274966113336162;0.23;289;1
5-20509359-20510250;525063993152259;385412794616974;186;0.15;1
5-129593979-129594888;525676346629488;386889645931988;152;115;1
4-125153551-125154467;526282318556062;464932470860377;122;89;1
4-140223835-140224746;526579276094059;452053454283183;145;111;1
2-74762611-74763499;526696476886476;-54357938718578;95;132;1
2-161339354-161340308;526892102145181;-283402151002581;0.26;304;1
5-77094689-77095578;527290611356852;-48633894381475;108;148;1
13-53472291-53473184;527679766190679;-565161706681332;78;113;1
7-110768356-110769218;52786490636217;351549912213356;203;0.16;1
6-124808353-124809168;527908158639694;-326837711773795;199;247;1
12-14301522-14302423;528204547607078;473866085755361;108;77;1
5-144162863-144163760;528311122889378;-681001241683916;68;101;1
9-31610382-31611253;528318349090757;-437326041942721;108;149;1
13-69543612-69544465;528486434935252;499802437663113;118;87;1
7-16172071-16172949;52887222390209;379433031843067;182;142;1
15-99496820-99497739;529125451611725;582827956057869;101;73;1
9-107231313-107232188;529313359865216;310094111743943;277;231;1
10-62721404-62722292;529503533111744;533408593123984;111;82;1
7-12965560-12966421;529506532407613;-341263554826609;236;283;1
18-60605794-60606715;529559781520215;338102944411444;206;164;1
14-55617579-55618473;529999252706915;-328092882409381;139;185;1
4-43309076-43309965;530155574738047;-474903582515398;95;132;1
15-52480222-52481131;530336351062518;-464339606567191;125;165;1
8-77610250-77611131;530687189653323;264860895031292;348;301;1
13-73769722-73770613;531491963535833;-517223788308988;98;136;1
8-104591023-104591916;531702233226999;-281629532438868;294;341;1
7-19269372-19270260;531864478150413;-358094484630638;139;186;1
3-101212334-101213313;532249978681338;384691235128916;162;124;1
16-30601224-30601840;532342561158713;-589353142715872;71;105;1
5-113171915-113172742;532344618239255;456455160029394;118;87;1
17-12205059-12205814;532630887835972;341634931160494;196;156;1
11-16752082-16752947;533698752445171;-547114615343317;91;128;1
3-89243264-89244131;533784796705154;305914828619776;0.22;173;1
12-104845457-104846371;533805752988357;-514798046941233;98;137;1
12-103669758-103670697;533895539779978;-436891392887574;145;186;1
4-124178276-124179220;53394426607672;393907705245454;139;102;1
4-152673902-152674842;534287933758676;3584439101188;155;117;1
8-126829219-126830149;534479511199855;-423156330448716;101;141;1
4-137650663-137651591;534616480804509;302332745702533;0.22;176;1
15-76597993-76598899;535618415311588;391546561542076;162;125;1
10-13016293-13017216;535625757518196;513757392215107;101;72;1
5-114796349-114797249;535681506754976;405659931191593;152;117;1
3-96501228-96502110;535927225484355;-342488883041171;199;245;1
2-144326500-144327451;536223352501526;-596630412808861;71;105;1
1-89929809-89930672;536940928618179;416424789928595;128;94;1
2-157068732-157069895;537794531883837;467603176412528;111;0.08;1
4-152131350-152132140;537945493827416;257194974472735;331;281;1
14-115091843-115092717;5379496643977;27548661990562;318;271;1
9-57433410-57434252;538120770754345;395340368404117;176;139;1
7-27408440-27409283;538245200597707;303675263000743;0.28;236;1
6-31128926-31129795;538644773989401;-60300075751617;81;116;1
1-191907366-191908099;538942917488725;303029085325833;304;254;1
13-23453194-23454107;539122978976345;-479731394481286;135;174;1
12-107328896-107329715;539519282617845;503027357614916;108;78;1
7-27481248-27482155;540097415578664;-309963491306934;253;305;1
11-75117892-75118792;54021251130012;-612678342042248;71;105;1
6-82041419-82042313;540707703664592;-461275524678092;98;136;1
10-108333019-108333906;540868426791573;278022553039933;284;237;1
13-51911096-51912001;541126478314172;-445975992555204;91;129;1
18-76150722-76151640;541761314242564;396497053504797;135;0.1;1
8-126497361-126498231;542414228102733;-399719817440238;152;197;1
6-137455332-137456256;542454855920304;445329033787;122;89;1
9-120496571-120497499;542520550357236;-404257678176762;166;207;1
5-125405693-125406709;542628856044589;-302017920811;243;291;1
13-115508434-115509368;542794526092136;267284053610876;247;197;1
14-39657069-39657976;543379251991065;429607904590687;115;82;1
6-29396131-29397064;543568133382603;258062278226999;324;275;1
9-20976332-20977277;543854562973309;-426026974092442;213;0.25;1
3-62800808-62801715;543950250220583;452848714681274;125;93;1
17-28825046-28825927;543980027628952;-427892621867643;115;157;1
3-95986173-95986974;543994538078109;451495549163521;139;105;1
5-112848544-112849423;54426606405234;-610324945320373;71;105;1
X-73053621-73054534;544794217544511;320028005145007;223;181;1
1-90408275-90409199;545286871182404;-587279591092663;74;109;1
11-120046559-120047401;54590253374871;-467764495958352;122;162;1
13-89739056-89739888;54695725203919;492344884123805;125;93;1
18-75385876-75386807;54701142780318;-461255377509349;159;0.2;1
13-107902964-107903904;547302765003834;458240205552506;111;0.08;1
17-56487204-56488135;547437181633857;-494745174769908;111;0.15;1
10-80834959-80835898;548103742474707;355661701921093;155;117;1
19-5601554-5602420;548150225179543;33637077218531;284;248;1
X-159414179-159415062;54843360910661;358647754527829;189;149;1
13-102756380-102757242;549533286300776;379659234507029;172;133;1
19-49697355-49698268;549816067087076;499992634390254;101;72;1
19-26466953-26467871;549853922611654;-578513179174054;84;0.12;1
11-94653423-94654334;549969087149041;271316401451277;314;265;1
19-10948882-10949790;550676293566796;252586635938088;402;343;1
9-121312028-121312958;550792857183246;-462330065323598;145;185;1
9-27193403-27194271;551559902931862;425242895504095;166;131;1
7-58472979-58473853;551832572475205;431911518089783;139;103;1
5-113490299-113491234;552559949041808;348601180241954;193;153;1
8-104435753-104436669;552588843298724;460596489888665;135;102;1
14-66636345-66637214;552951746673983;-600989404345179;81;116;1
6-115839886-115840827;552997324330164;365478767010945;179;141;1
2-22338156-22339099;553400284693141;512825097873089;111;81;1
10-59950351-59951102;553422313071606;-251724147903444;226;278;1
8-71709481-71710398;553577521724087;311729026577277;0.27;0.23;1
16-34967220-34968134;553959397094819;396730317225785;152;117;1
9-120001761-120002682;554283636428647;-523018411975331;108;148;1
3-115714616-115715491;554381102740866;570705081950495;115;85;1
3-88772190-88773052;554798155561193;348058481745005;155;116;1
5-111893756-111894699;555073841086193;-361277257975445;196;239;1
11-84744479-84745409;55531063682033;-436836831985305;68;104;1
4-84637368-84638291;555409519241564;-63617753131326;68;101;1
14-120626384-120627312;555566783898149;431449200617032;145;112;1
16-55964263-55965106;555592195315192;53077320832034;101;73;1
7-137309343-137310318;556203199562965;-622633317991568;78;111;1
14-60659266-60660184;557159247710055;492775315905704;108;78;1
7-43422790-43423690;557646445352897;-653720362497498;68;0.1;1
2-146626132-146627096;557806552374893;405170955549913;145;108;1
8-66768192-66769106;558258277167117;-449564737778697;122;161;1
2-166264638-166265566;558317686616206;-437654194953366;108;149;1
9-50739002-50739927;558479245283833;-267872465350548;0.26;321;1
2-49569686-49570599;558724276917939;374940668571243;172;135;1
14-21278698-21279617;55912534223578;436067899330976;142;107;1
2-156421519-156422222;559364218309979;393971533381203;189;151;1
1-131269916-131270852;559688682081782;418299492403983;111;79;1
19-41763596-41764522;560496593137485;474570473423042;118;87;1
4-95143431-95144362;561636655814798;367810730158132;172;134;1
6-25689586-25690489;56225716349052;433965124492819;125;93;1
12-86836345-86837253;562452871363094;393077461940074;162;126;1
5-145138580-145139214;56265092787135;-492693425179113;108;147;1
14-25123669-25124588;563001971464729;493843851224265;149;116;1
3-21797780-21798736;563196258679525;-510642285300778;91;128;1
15-66475898-66476793;563371687885725;41537573115332;139;103;1
19-37177658-37178548;56345848468507;-634457696544221;68;0.1;1
14-34618525-34619445;563471524794786;432312427626904;155;0.12;1
18-68474538-68475435;563536477846269;451211668246655;105;74;1
7-45361091-45362016;563609115268524;-339771055321143;179;226;1
6-39286385-39287256;563615662416401;-275866155157941;301;347;1
17-21473098-21474021;563623942275398;41954725146077;186;149;1
7-3683858-3684786;563838558996321;323209189140907;0.22;173;1
5-32345866-32346797;563888795826527;252949743525295;0.26;213;1
2-93030794-93031701;564305069802181;391862709445724;145;109;1
8-75093201-75094109;564481360031541;-256240486745731;247;298;1
2-32742127-32742906;565698027075685;373859704984614;155;118;1
9-111367547-111368498;566156244773257;42376385173174;176;143;1
4-115079183-115080096;566258844147654;383789734618369;142;107;1
14-27038650-27039510;566504552357293;-282466899072305;203;256;1
11-97466057-97466987;567547939013788;-407093965397966;122;163;1
18-82511870-82512791;567667294874938;412595244294212;189;155;1
2-173229400-173230340;568122556591596;-570630290320443;88;123;1
19-10714419-10715336;568492181404388;376806993216256;135;0.1;1
1-75179941-75180816;568560364769668;-316354842493759;0.22;273;1
14-76053568-76054495;568923654151264;-62682493820213;68;0.1;1
15-79891982-79892649;568938733503844;-421687148452454;145;188;1
17-87272277-87273198;569404755158707;425009694993341;145;112;1
10-119131748-119132609;569572009177801;-421570838916103;139;0.18;1
11-101909967-101910870;569658365622209;453472349838117;122;0.09;1
11-55389547-55390445;569730029995113;473680874526194;101;72;1
9-66157755-66158664;569927381856179;339398430864519;253;215;1
19-11044725-11045639;570269548349618;283191561153323;294;244;1
12-107758128-107759082;570523044216506;-618347258380076;74;107;1
9-70077399-70078282;571035012905291;-611917647804803;78;112;1
5-136710542-136711443;571371819349828;491585140913575;166;0.13;1
7-45332443-45333227;571785576724667;390014234861601;149;114;1
1-51914789-51915456;572278851431002;288455838200362;0.25;203;1
12-113145999-113146765;57269106186206;-61587079856958;78;112;1
7-118704002-118704904;572721286877459;462032502834774;145;112;1
3-9173520-9174386;573127211642242;317185153307419;186;144;1
11-98018980-98019894;573596362162757;447305706976268;118;87;1
11-77960904-77961812;573952021509328;441929635028707;125;93;1
8-125222702-125223651;57453421953143;-61919698392593;71;105;1
1-63203838-63204830;574552471033284;272835133869582;264;216;1
15-84437649-84438558;574597147631767;435251671830756;155;121;1
12-102578786-102579708;575010089513407;558380395506235;105;76;1
7-70334618-70335542;57573178348466;-581310550262381;78;112;1
8-25043863-25044749;576054461731088;-593048484878723;84;119;1
12-24919535-24920417;577637525410566;414053770926742;149;114;1
1-156432204-156433118;577775132978607;-295233088544878;0.24;282;1
14-68355213-68356122;578565376120103;-449895925133776;135;175;1
11-33147040-33147984;579303179187887;255097328745284;301;255;1
3-85982567-85983481;579648784350376;461617034108496;128;96;1
5-131756143-131756939;579650218738129;421806110152415;159;125;1
3-58112148-58113094;579702871094583;461173886089586;105;74;1
9-102929481-102930392;57999565566089;415520869285549;139;104;1
3-121649793-121650680;580165892586518;-569334295713886;68;101;1
9-118928505-118929356;580464407865328;-387996907416816;95;133;1
15-82963024-82963882;580663960664062;-313732477524049;0.26;309;1
13-58113014-58113894;580693222352132;-313228761745092;213;262;1
1-74787579-74788489;580926323906175;47147690459059;125;94;1
13-30360715-30361622;581051474591407;448968382029405;142;108;1
11-69110378-69111254;581151163759345;-375356260810711;155;201;1
11-95040130-95040733;581422116899257;-44423509760279;118;0.16;1
4-155780664-155781580;581564718120373;-398204235071878;145;187;1
7-47132179-47133088;581575152181249;363986431046719;223;185;1
7-91542485-91543408;581633030396262;392256797767415;142;107;1
15-84532002-84532911;581668356119507;-444735629574646;105;145;1
7-25376354-25377191;581745145998938;-464071498857807;108;147;1
3-27302069-27303009;582154244053824;40119776320671;145;0.11;1
17-84532609-84533541;582307021272799;-341699873552178;139;182;1
19-57914283-57915221;582642925554818;39110544751186;155;0.12;1
X-77433146-77434081;583226866284703;305377520180513;0.26;213;1
7-19083862-19084728;583354210948855;322240403779484;213;169;1
1-118788503-118789426;583528336071404;445100556760444;101;72;1
2-118510144-118511062;584199504756701;26123977737048;304;257;1
4-138447143-138448064;584521399510268;299399670599052;223;179;1
1-193385880-193386757;584785231409341;312707682397136;182;142;1
9-15044871-15045776;585073087162638;265023455824001;351;312;1
16-97052033-97052965;58517394643475;-539736653865462;84;0.12;1
12-31256209-31257082;585264778887717;-310410799093337;189;241;1
12-69814027-69814987;585524408356108;-363520744597326;152;196;1
15-92396670-92397617;585524728323622;379505986723216;166;126;1
15-59278532-59279604;586110419727941;-541530504877988;88;123;1
7-139397191-139397986;586155362324321;394407005109838;142;107;1
6-143425046-143425975;586464995331708;26191854614408;287;0.24;1
11-103661488-103662405;586495884013887;36959145123447;182;144;1
6-124716599-124717469;586538128022458;-577564479606358;68;102;1
9-15773146-15774047;586592349361784;440108856865486;128;97;1
9-64018145-64018990;586771223662852;-493186105810797;78;113;1
7-44593540-44594452;586895197295482;-46377724336252;139;179;1
7-73138862-73139757;58707195575296;416885686396231;122;89;1
8-47743088-47743969;587118157880202;-525552268291398;71;105;1
4-45493460-45494357;587196281940883;392558956803521;159;122;1
11-116818486-116819403;587203060914347;359258057758173;0.24;0.2;1
5-64579362-64580295;587458480733551;283158391833638;314;0.27;1
14-25554638-25555582;587878358694131;306770249661927;267;226;1
3-108939938-108940859;587985312213778;462240984905128;111;81;1
11-116077680-116078662;588153897160086;467450075684742;132;99;1
8-114881782-114882610;588517783440071;336613258891159;172;133;1
4-129556167-129557079;588674566224311;260816025709536;351;299;1
